msisdn,risk_score,risk_tier,source,trigger_reason,source_file
AxjnisWTkLML22LatawhaA==,0.98834455,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uQFU0tzA/cY3pZw38LOUmg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
B1lj66193yVdjqRLhGct6A==,0.910723,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TTfV0jTdxelw+nBl1f8rkA==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hOhCHAL3tN11prZ5u3EOtQ==,1.0,BLACK,RULE,R4_StudentHunter: High student call volume (7 calls),fraud_model_2
1wdjtsNALiBBWR3anYG/Pw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hxObVCA8uK1DF0HltYiKgA==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
C2mOHombq4TtwXmq9f8nmA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
CEVBqhIJztj0apAdQjd6DQ==,0.88130236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uEyuUoqqSrL249uZNANNDQ==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PW7bqrjckmkblnaSqc89Xw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
MBlpTviE0zGN+lvmhG6WAg==,0.9818294,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VCNAVCec1pWazZ/w1HxJzg==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Fmcqeh+xJwr/v0eOOXBOnA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
d15/7qlnQ6zKqyGcarm/fA==,0.8698312,BLACK,ML,High_Prob_XGBoost,fraud_model_2
RGlgbaA+/qntk04jfgCbdw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
xeTBlD9/whRPuZdKpqJy0Q==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
sSr4MyKT30tJq27HxHqbRQ==,0.9604874,BLACK,ML,High_Prob_XGBoost,fraud_model_2
MhmG1ncf+/rKK3oqVJAm4w==,0.98926383,BLACK,ML,High_Prob_XGBoost,fraud_model_2
LRojsf3a4v4r83wxLI5D4w==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
OaiuFeLnRC2lbvEWIQkRbg==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PDtu6knhJo84MTjMl6H9rg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
4jvf5zHr2aELvC9Pp26pnA==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
DdeAa/ERTxvRJq11+SBfBg==,0.9703222,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5tBTGwuzARkKbvzmhQw3YA==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rWxCl6ughGrtFBx9WaSS4Q==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
fWZ1a1Qe3i4JSLHUAsuE3g==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
zG2ogTrStlH5GueyePXDjg==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ZBJ8FTUEgQ31109kSoGiQQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bHtdXjeBsVuei4vO9y10Cw==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6231W+AAEP3LwAccNOwJBA==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
56cCFvSTJKn6MctORTr+/Q==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
M5RBlMbGIsrUfxBgJMaA5g==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Fj+75+QsPVuoHxTkj7A1Eg==,0.9202107,BLACK,ML,High_Prob_XGBoost,fraud_model_2
wunel+bQBC49pzwWws7Rxg==,0.9522875,BLACK,ML,High_Prob_XGBoost,fraud_model_2
C8EGfKAXbpXwlja1xGMKQg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
h9+vwILIdS83AMjdr7MwZA==,0.85540813,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dUACHICl+9gokX08PVx9Yg==,0.85540813,BLACK,ML,High_Prob_XGBoost,fraud_model_2
my+P9iOo44xgFDjFKkJB1w==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FMVY9EZYc/ZSnVcq5HZReQ==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6J8dVxfW2OwcqOj+sC/vMg==,0.98834455,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lGeVhNrLWsEL3cVw4g/feg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/h+LwftgaFAG9B8PuE5crg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
40owhS58yEJOAuXVkSqEHQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vvjiI6hWsPWJaWzouMFovQ==,0.9538138,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vvjiI6hWsPWJaWzouMFovQ==,0.9538138,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AzOHkMTuKrnTiLKdrLdsJA==,1.0,BLACK,RULE,"R7_ShortBurst: 6s avg duration, 53 calls",fraud_model_2
1PPIYfJ+TuoZOvQQyBnb5Q==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FtT8ayKLBGwKZV982Im3Ig==,0.88130236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yeQUMLLv2/VcahRwQpp7jg==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1fIw3ae2rQmTPtQSEC4L0A==,1.0,BLACK,RULE,"R7_ShortBurst: 13s avg duration, 57 calls",fraud_model_2
NbyQ9cqxmoMUM4Z0xrOgvQ==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 55 calls",fraud_model_2
NIOmrERrHLnuF4Xer+jKhQ==,0.96787673,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cbZmNt9FhoKe503VIHaj+Q==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bf8XVN+4E0g8mq4yLdSfSw==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rhpJdNSXdQe0DgtBnMDoWw==,0.9834025,BLACK,ML,High_Prob_XGBoost,fraud_model_2
S7GuCuscn6MoR8Ntq3UaXQ==,0.924687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nDUbG62mpSkgxxbpZ4kfkA==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PDtu6knhJo84MTjMl6H9rg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
my+P9iOo44xgFDjFKkJB1w==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
k0lxpKp1h3g5O9CtWszDoQ==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
fmmnx/5M3BQcdd5uoiq3gQ==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5/sh3gWBqstXDokKHQzOyw==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
KT9GvqRsmyfh4nFssa986A==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
te8P6hcRfjV6aiI7roPOYQ==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
IXsq5f2bJb1e6W+l7qd50Q==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2mFnBcAYbSTFAVaFFPzeig==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
9XTSaX5+mlTdq42PtqrlDA==,0.9854925,BLACK,ML,High_Prob_XGBoost,fraud_model_2
my+P9iOo44xgFDjFKkJB1w==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mCVmYPipq/0yNaaD7Xqgsg==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
7xYeKYsgQvbidgxjOmcXfw==,0.9200957,BLACK,ML,High_Prob_XGBoost,fraud_model_2
QKzfCZ+Bd16/OdvJMXwUlQ==,0.9107406,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Us1paePZxhjKE1vkE8hnnA==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uPeAA9G+Sc86RsJWSyTVDw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
B9ZuL3fNEaL8hLCxbpAgTg==,0.9679602,BLACK,ML,High_Prob_XGBoost,fraud_model_2
yeQUMLLv2/VcahRwQpp7jg==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eec0XyM68hSZKd3mYs1/hg==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
k0lxpKp1h3g5O9CtWszDoQ==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
BlUBUtFxn0OM0NWlMlgWew==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FOtVHnYcK9u7VoZ/T5VZ6g==,0.9991559,BLACK,ML,High_Prob_XGBoost,fraud_model_2
J226JiU4CwuGD1Beean5yw==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
S4bRHZjbxzv3Zb8zJv8ngg==,0.9653539,BLACK,ML,High_Prob_XGBoost,fraud_model_2
WMrNvi423jzFSOMLfW9s1w==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
iKPKaTbn6ssIQkCya+HVHQ==,0.91152453,BLACK,ML,High_Prob_XGBoost,fraud_model_2
l1HNNWEYjak7S5p4P1j9lA==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
NbyQ9cqxmoMUM4Z0xrOgvQ==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 55 calls",fraud_model_2
pVTTIQdPTjBtAlVBGUhEXQ==,0.9471429,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Qe9o4Wc5PIhDgk47Uh8miw==,1.0,BLACK,RULE,"R7_ShortBurst: 14s avg duration, 58 calls",fraud_model_2
ALjJXyUKQWb9ZYMKwereOA==,0.88471335,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dbiJddFWnNNmYnZ552dfOA==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dbiJddFWnNNmYnZ552dfOA==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ba4ed9dmOCZ30NydBHLFZQ==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
R/SlQZvPc1o/EKC79hxxpw==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/MMNBYB54rfw7Pq7vwybqQ==,0.9908743,BLACK,ML,High_Prob_XGBoost,fraud_model_2
XwKw7/UZ6M6YgcFHmfaHXw==,0.88607794,BLACK,ML,High_Prob_XGBoost,fraud_model_2
CeBk9e6LBTD7FShnYgBXPg==,0.99023205,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mIkYyxVkH14R7c/mzxh5+g==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
WbuoAWVw9yfUfNxzk+xaUw==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eGPhbfCk4sQNEmVbhLLcMA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AxjnisWTkLML22LatawhaA==,0.98834455,BLACK,ML,High_Prob_XGBoost,fraud_model_2
qoxqJ9qVrgamoB+SalMZ/w==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uRqwS8AnDiFOqmGydPyKYw==,0.95570534,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/d7NkveUvEaFAOZhHvG5/A==,0.9794404,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6gPZtPOqhZSc46318xrz/Q==,0.9623537,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bdRRVRFGWu40EBVXnwMe/w==,0.99346924,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
my+P9iOo44xgFDjFKkJB1w==,0.97965187,BLACK,ML,High_Prob_XGBoost,fraud_model_2
EYSetMNoB4nSKw43MV/cpA==,0.9114658,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cGA5je2TA0wGwzF5/JKrMg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bhYFrj6cfkgZoD/ZJ5QPqg==,0.9612335,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Wmqjg7KxgQVaxZo0g0YhkQ==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ohV9r2Ot8l+DFMO3OoRa5w==,0.92891216,BLACK,ML,High_Prob_XGBoost,fraud_model_2
7M5rjD2Nea0jtusmYY+JtQ==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
sEsUfuw3CbguiPu3jFooUw==,0.97047687,BLACK,ML,High_Prob_XGBoost,fraud_model_2
oIRLjP0vXShF01uOsteekQ==,0.94797415,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/wZlELIGTKWYlEdebP4IdQ==,0.97963655,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5qLpRp1alQ7r9Ktuy8oRAQ==,0.9014707,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8Z58fThxxz0ddCFAbCH3IQ==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rhpJdNSXdQe0DgtBnMDoWw==,0.9834025,BLACK,ML,High_Prob_XGBoost,fraud_model_2
+USN6OzdHn1B7BiW+AUC9A==,0.9063044,BLACK,ML,High_Prob_XGBoost,fraud_model_2
C8EGfKAXbpXwlja1xGMKQg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
drjItGJ8RV6DMg2zMve50A==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dUACHICl+9gokX08PVx9Yg==,0.85540813,BLACK,ML,High_Prob_XGBoost,fraud_model_2
zmEl5T1nLFM9LpXEm6OMGg==,0.9411777,BLACK,ML,High_Prob_XGBoost,fraud_model_2
TbrCpQ3Axj31FUx6qka+CQ==,0.9957188,BLACK,ML,High_Prob_XGBoost,fraud_model_2
P5zG0n2SUzcvUPcYvRSRxw==,0.93911153,BLACK,ML,High_Prob_XGBoost,fraud_model_2
mojn+u3tR3Et4R6HTGgdbw==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1V3QfEeohhFBZblhk0gjQA==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8Z58fThxxz0ddCFAbCH3IQ==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
gKMReAZm2RERg8dMjmGfgA==,0.97963655,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lPXw1cOLch7lF/GF1HvQVQ==,0.99474597,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8PA4j/GRMnE33A9StGgxRw==,0.9023711,BLACK,ML,High_Prob_XGBoost,fraud_model_2
emVBBrzG3Bc7j//g3HaR6A==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AxjnisWTkLML22LatawhaA==,0.98834455,BLACK,ML,High_Prob_XGBoost,fraud_model_2
FAQMz/5Op/7g/t5sQeM3xg==,0.9187828,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PD2k/mZwQfeFWnJP1CnPzQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
0f10LURrE4yp9gDPUdxiFw==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5qLpRp1alQ7r9Ktuy8oRAQ==,0.9014707,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Kz7X6VlDQwUgLQ6UmZURfQ==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
wunel+bQBC49pzwWws7Rxg==,0.9522875,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Fmcqeh+xJwr/v0eOOXBOnA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
vfIRj4//A3CXAX/vjfHbUA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lXs8lCgjDoD814mTWRVH6g==,0.96084154,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PD2k/mZwQfeFWnJP1CnPzQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
e99YVsNf/QNMMAFgPUMiWA==,0.95516634,BLACK,ML,High_Prob_XGBoost,fraud_model_2
HNWXElXMAceYaUrbgJ61zQ==,0.90587723,BLACK,ML,High_Prob_XGBoost,fraud_model_2
HstS5JkzVGCMxv8EhpZkhw==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nDUbG62mpSkgxxbpZ4kfkA==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
0hEeLx4EH7E+HjeujLAk5Q==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
aSCYVNmSncKWZhupB5Df5A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
B9ZuL3fNEaL8hLCxbpAgTg==,0.9679602,BLACK,ML,High_Prob_XGBoost,fraud_model_2
hsAXUAL12mt4lczTpaOugw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PD2k/mZwQfeFWnJP1CnPzQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/h+LwftgaFAG9B8PuE5crg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
kRxIG3ZHWGwSCkBBfyIxVQ==,0.9622463,BLACK,ML,High_Prob_XGBoost,fraud_model_2
X2r7BmabIVRhd9sOkAPkhQ==,0.92746115,BLACK,ML,High_Prob_XGBoost,fraud_model_2
6gPZtPOqhZSc46318xrz/Q==,0.9623537,BLACK,ML,High_Prob_XGBoost,fraud_model_2
C2mOHombq4TtwXmq9f8nmA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eIBW7s2hO9KgmqP9wC4I/Q==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8sP5aVogX4yXpDEf8NduPw==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
2QyvFCtMyqPQ772k+Aa1rw==,0.9860976,BLACK,ML,High_Prob_XGBoost,fraud_model_2
WMrNvi423jzFSOMLfW9s1w==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eGyd6J1kgZWP9fo9vnf8Pg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
JpNy+75C/hoJYxm0xXvUAg==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rYXeUmRgYwx40HvvX+jY9g==,0.9693644,BLACK,ML,High_Prob_XGBoost,fraud_model_2
97wjJRn4Fn9Fyoof32Ee6A==,0.93317896,BLACK,ML,High_Prob_XGBoost,fraud_model_2
NbyQ9cqxmoMUM4Z0xrOgvQ==,1.0,BLACK,RULE,"R7_ShortBurst: 8s avg duration, 55 calls",fraud_model_2
C2mOHombq4TtwXmq9f8nmA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
40xBw7cFG18cV3HJpECxGQ==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
puhacI3A3ODFfPUhsu2EYw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
e2e5dz+RH8WpLI5nX5gslg==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
gBik9uoWP2Jgolf3Vnc4pA==,1.0,BLACK,RULE,"R7_ShortBurst: 11s avg duration, 58 calls",fraud_model_2
R8JZbksIfMlJKGEHnxZ5MA==,0.9854925,BLACK,ML,High_Prob_XGBoost,fraud_model_2
a1cUtZKPuGaHDF5+DP/6Ng==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
K/EqypGk4ne/0n6Wyx0zxA==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nHbd58KqSf2irrFHQAijuw==,0.9530609,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PD2k/mZwQfeFWnJP1CnPzQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
58vR7uCFlTe5shfpmxbulA==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
7YTL63bG1iDPBFjEnUcrAA==,0.9613957,BLACK,ML,High_Prob_XGBoost,fraud_model_2
iIXiQE4f89EbsrH+SaWW4Q==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
drjItGJ8RV6DMg2zMve50A==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
F+OWxrWi1ju76DY6gvDEIA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PD2k/mZwQfeFWnJP1CnPzQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
gMuunAlBmcvcs3uYXanm2A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1LwUSJwKLKONI+Ob/fcMpg==,0.9626734,BLACK,ML,High_Prob_XGBoost,fraud_model_2
F2MnynD1plEexdCs53jWNg==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
VtDJwogP/Y4blXEkAjqV0Q==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
JWem9Oa2NbNx8CxzdM09EQ==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
H5eFxyczzwYtzRGvoOKazA==,0.96787673,BLACK,ML,High_Prob_XGBoost,fraud_model_2
nDUbG62mpSkgxxbpZ4kfkA==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eGyd6J1kgZWP9fo9vnf8Pg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
/MMNBYB54rfw7Pq7vwybqQ==,0.9908743,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5/sh3gWBqstXDokKHQzOyw==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
M5RBlMbGIsrUfxBgJMaA5g==,0.9213677,BLACK,ML,High_Prob_XGBoost,fraud_model_2
bLhnTqN7eNRvWg19MKpydA==,0.88130236,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tRxMyTL8vUvBUfD30BMhHA==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
dy1Yn2SuelynAxhkkLlCYg==,0.98732066,BLACK,ML,High_Prob_XGBoost,fraud_model_2
MBlpTviE0zGN+lvmhG6WAg==,0.9818294,BLACK,ML,High_Prob_XGBoost,fraud_model_2
oabmkfkxKJPUzsoLMOnUWw==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
pS44/M3v37vHzJtKj0ExKg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
HkYXREUEcwgV7aAn1AifZQ==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rRivhqN3LkOJP/JNkwv63w==,0.94122916,BLACK,ML,High_Prob_XGBoost,fraud_model_2
kRzy94hHSlW8cZyEOAZynA==,0.99056226,BLACK,ML,High_Prob_XGBoost,fraud_model_2
67VJCb3C9LMJCVvY60Ul5A==,0.96716356,BLACK,ML,High_Prob_XGBoost,fraud_model_2
XrepSRod7TrEn3L2iR2DTw==,0.95907897,BLACK,ML,High_Prob_XGBoost,fraud_model_2
8PA4j/GRMnE33A9StGgxRw==,0.9023711,BLACK,ML,High_Prob_XGBoost,fraud_model_2
R8JZbksIfMlJKGEHnxZ5MA==,0.9854925,BLACK,ML,High_Prob_XGBoost,fraud_model_2
RGlgbaA+/qntk04jfgCbdw==,0.9568579,BLACK,ML,High_Prob_XGBoost,fraud_model_2
aSCYVNmSncKWZhupB5Df5A==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
3qIzNqq4C2joAcSLsoswGw==,0.9612572,BLACK,ML,High_Prob_XGBoost,fraud_model_2
ftY6QKN+LZWavvIdQs13kg==,0.9882953,BLACK,ML,High_Prob_XGBoost,fraud_model_2
AN0ke9AauxyJEeq1LewAag==,0.96025276,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tTO79t0KcLpDPIGr/0AMQA==,0.85692346,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tr7bvbaAnMtLSdqC+tGDnw==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
noM/nCGxc6PWUZvgVwyVyQ==,0.937612,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Lq5hDRDPiGf2xhTq9Vtxqw==,0.9604874,BLACK,ML,High_Prob_XGBoost,fraud_model_2
gQ97nLGSmZ+3pYdbHl9lsw==,0.9836584,BLACK,ML,High_Prob_XGBoost,fraud_model_2
H5eFxyczzwYtzRGvoOKazA==,0.96787673,BLACK,ML,High_Prob_XGBoost,fraud_model_2
jIzUdrgQEHAbQESuknYXKA==,0.9533444,BLACK,ML,High_Prob_XGBoost,fraud_model_2
P5zG0n2SUzcvUPcYvRSRxw==,0.93911153,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Ob9x1CJ5hVQXjCKlE59ZFA==,0.9597974,BLACK,ML,High_Prob_XGBoost,fraud_model_2
u6ML5mEbJRPXy5iuaMdQJA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PD2k/mZwQfeFWnJP1CnPzQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
5/sh3gWBqstXDokKHQzOyw==,0.9550762,BLACK,ML,High_Prob_XGBoost,fraud_model_2
tUrgnimHvLVY6l2mi3oSnQ==,0.95966333,BLACK,ML,High_Prob_XGBoost,fraud_model_2
eIBW7s2hO9KgmqP9wC4I/Q==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Wo130pvtGbittyT/k+dZhg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
PDtu6knhJo84MTjMl6H9rg==,0.9843656,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Lw66bifhPtcVUp5XcwafoA==,0.9991048,BLACK,ML,High_Prob_XGBoost,fraud_model_2
pS44/M3v37vHzJtKj0ExKg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
rWxCl6ughGrtFBx9WaSS4Q==,0.9632028,BLACK,ML,High_Prob_XGBoost,fraud_model_2
lGeVhNrLWsEL3cVw4g/feg==,0.95208764,BLACK,ML,High_Prob_XGBoost,fraud_model_2
pE+0GviW3IXwSm5ZVaxQMw==,0.9721718,BLACK,ML,High_Prob_XGBoost,fraud_model_2
cvH4XHAaWNAu7BRufPpurQ==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
KT9GvqRsmyfh4nFssa986A==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
1gLcu76kh28tvMsWVjvQ1g==,0.98616576,BLACK,ML,High_Prob_XGBoost,fraud_model_2
uTdmT5QkC4APmcuV345oiA==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Ml4vMYAL7Fvpb5x58c/gyw==,0.9538138,BLACK,ML,High_Prob_XGBoost,fraud_model_2
Wo130pvtGbittyT/k+dZhg==,0.98842,BLACK,ML,High_Prob_XGBoost,fraud_model_2
