msisdn,iden_type_first,post_or_ppd_first,ntwk_type_first,open_dt_first,source_list_first,call_cnt_day_mean,called_cnt_day_mean,call_cnt_day_2s_mean,call_cnt_day_3m_mean,dispersion_rate_mean,roam_unknow_call_cnt_sum,local_unknow_call_cnt_sum,change_imei_times_max,opp_num_stu_cnt_max,stat_dt_min,stat_dt_max,stat_dt_count,is_passport,is_prepaid,total_calls,outbound_ratio,is_silent_receiver,short_call_ratio,roaming_ratio,is_sms_heavy,active_days,archetype,cluster
7M5rjD2Nea0jtusmYY+JtQ==,香港身份證,预付,4G,20250514.0,fraud_model_2,43.0,0.0,0.0,0.0,0.0,0,0,0,0,20250909,20250909,36,0,1,43.0,0.9772727272727273,1,0.0,0.0,0,36,Wangiri Caller,4
7TOMJMmCTm/20z2Qtwx0wg==,Hong Kong ID,后付,5G,20241122.0,blacklist,186.0,0.0,0.0,0.0,0.0,0,0,0,0,20250808,20250808,1,0,0,186.0,0.9946524064171123,1,0.0,0.0,0,1,Wangiri Caller,0
7YTL63bG1iDPBFjEnUcrAA==,香港身份證,预付,4G,20250412.0,fraud_model_2,13.0,0.0,0.0,0.0,0.0,0,0,0,0,20250823,20250823,36,0,1,13.0,0.9285714285714286,1,0.0,0.0,0,36,Wangiri Caller,1
7anZR4cp1YXaJ6odY6F7BA==,Hong Kong ID,后付,5G,20250828.0,blacklist,69.0,0.0,0.0,0.0,0.0,0,0,0,0,20250902,20250902,1,0,0,69.0,0.9857142857142858,1,0.0,0.0,0,1,Wangiri Caller,4
7h0PWyVCwtXOdGhnPmVXDQ==,往來港澳通行證,预付,4G,20250413.0,fraud_model_2,12.0,0.0,0.0,0.0,0.0,0,0,0,0,20250808,20250808,12,0,1,12.0,0.9230769230769231,1,0.0,0.0,0,12,Wangiri Caller,5
7ibeHN/X83dgUWf31MDnwg==,Hong Kong ID,后付,5G,20221128.0,blacklist,189.0,25.0,0.0,0.0,0.0,0,0,0,0,20250930,20250930,1,0,0,214.0,0.8790697674418605,0,0.0,0.0,0,1,Outbound Only,2
7jTPnC723Xr0+J+4E1h2/Q==,香港身份證,预付,4G,20250413.0,fraud_model_2,27.0,0.0,0.0,0.0,0.0,0,0,0,0,20250927,20250927,18,0,1,27.0,0.9642857142857143,1,0.0,0.0,0,18,Wangiri Caller,1
7xYeKYsgQvbidgxjOmcXfw==,香港身份證,预付,4G,20250514.0,fraud_model_2,32.0,0.0,0.0,0.0,0.0,0,0,0,0,20250915,20250915,24,0,1,32.0,0.9696969696969697,1,0.0,0.0,0,24,Wangiri Caller,1
8+zndTaX3eBU6rUaSsMG8A==,香港身份證,预付,4G,20250228.0,fraud_model_2,33.0,0.0,0.0,0.0,0.0,0,0,0,0,20250907,20250907,24,0,1,33.0,0.9705882352941176,1,0.0,0.0,0,24,Wangiri Caller,1
85Pk6ScGcl+mv4xQEQk2Bg==,香港身份證,预付,4G,20250505.0,fraud_model_2,65.0,0.0,0.0,0.0,0.0,0,0,0,0,20250912,20250912,6,0,1,65.0,0.9848484848484849,1,0.0,0.0,0,6,Wangiri Caller,4
8JVrkcfUtzlkiJr+2h/6kg==,香港身份證,预付,4G,20250505.0,fraud_model_2,30.0,0.0,0.0,0.0,0.0,0,0,0,0,20250907,20250907,8,0,1,30.0,0.967741935483871,1,0.0,0.0,0,8,Wangiri Caller,1
8LQXD/voBprzdkIZOqEaLQ==,香港身份證,预付,5G,20250902.0,fraud_model_2,30.0,0.0,0.0,0.0,0.0,0,0,0,0,20251014,20251014,4,0,1,30.0,0.967741935483871,1,0.0,0.0,0,4,Wangiri Caller,1
8PA4j/GRMnE33A9StGgxRw==,香港身份證,预付,5G,20250902.0,fraud_model_2,80.0,0.0,0.0,0.0,0.0,0,0,0,0,20251011,20251011,64,0,1,80.0,0.9876543209876543,1,0.0,0.0,0,64,Wangiri Caller,0
8PklzHAXaeo/MabMVH1upQ==,護照,预付,4G,20240801.0,fraud_model_2,61.0,0.0,0.0,0.0,0.0,0,0,0,0,20251027,20251027,4,1,1,61.0,0.9838709677419355,1,0.0,0.0,0,4,Wangiri Caller,4
8Z58fThxxz0ddCFAbCH3IQ==,香港身份證,预付,4G,20250228.0,fraud_model_2,34.0,0.0,0.0,0.0,0.0,0,0,0,0,20250905,20250905,30,0,1,34.0,0.9714285714285714,1,0.0,0.0,0,30,Wangiri Caller,1
8bR3rXq9X0eJLXTzNfZSNg==,香港身份證,预付,5G,20250902.0,fraud_model_2,30.0,0.0,0.0,0.0,0.0,0,0,0,0,20250928,20250928,48,0,1,30.0,0.967741935483871,1,0.0,0.0,0,48,Wangiri Caller,1
8ekpLzLRWTz+QK2a/qobrw==,香港身份證,预付,5G,20250903.0,fraud_model_2,22.0,0.0,0.0,0.0,0.0,0,0,0,0,20250913,20250913,24,0,1,22.0,0.9565217391304348,1,0.0,0.0,0,24,Wangiri Caller,1
8kKVG2odM5yAHeRYJYAc5Q==,往來港澳通行證,预付,4G,20250502.0,fraud_model_2,23.0,0.0,0.0,0.0,0.0,0,0,0,0,20250820,20250820,2,0,1,23.0,0.9583333333333334,1,0.0,0.0,0,2,Wangiri Caller,1
8sP5aVogX4yXpDEf8NduPw==,香港身份證,预付,4G,20250413.0,fraud_model_2,35.0,0.0,0.0,0.0,0.0,0,0,0,0,20250916,20250916,4,0,1,35.0,0.9722222222222222,1,0.0,0.0,0,4,Wangiri Caller,1
97wjJRn4Fn9Fyoof32Ee6A==,香港身份證,预付,4G,20250505.0,fraud_model_2,46.0,0.0,0.0,0.0,0.0,0,0,0,0,20250910,20250910,12,0,1,46.0,0.9787234042553191,1,0.0,0.0,0,12,Wangiri Caller,4
9KVGoTKe2tBoGR7/oKpx3Q==,香港身份證,预付,5G,20250902.0,fraud_model_2,22.0,0.0,0.0,0.0,0.0,0,0,0,0,20250928,20250928,32,0,1,22.0,0.9565217391304348,1,0.0,0.0,0,32,Wangiri Caller,1
9Sw61CsTYIbgH7fSm6uF4A==,香港身份證,预付,5G,20250903.0,fraud_model_2,45.0,0.0,0.0,0.0,0.0,0,0,0,0,20250918,20250918,24,0,1,45.0,0.9782608695652174,1,0.0,0.0,0,24,Wangiri Caller,4
9Wnqa7VufTX4BZklpzf0yQ==,Hong Kong ID,后付,5G,20220830.0,blacklist,134.0,3.0,0.0,0.0,0.0,0,0,0,0,20251113,20251113,1,0,0,137.0,0.9710144927536232,0,0.0,0.0,0,1,Outbound Only,2
9XTSaX5+mlTdq42PtqrlDA==,香港身份證,预付,5G,20250903.0,fraud_model_2,73.0,0.0,0.0,0.0,0.0,0,0,0,0,20250926,20250926,36,0,1,73.0,0.9864864864864865,1,0.0,0.0,0,36,Wangiri Caller,4
9b0yu0NX8RKZET6GybrAww==,0,预付,4G,20250521.0,blacklist,25.0,0.0,0.0,0.0,0.0,0,0,0,0,20251009,20251009,4,0,1,25.0,0.9615384615384616,1,0.0,0.0,0,4,Wangiri Caller,1
9dXETN7mOkEvFyWWtyMo7Q==,香港身份證,预付,5G,20250903.0,fraud_model_2,19.0,0.0,0.0,0.0,0.0,0,0,0,0,20250925,20250925,24,0,1,19.0,0.95,1,0.0,0.0,0,24,Wangiri Caller,1
9eEw1P6CWl4XFq+5BNM/BQ==,香港身份證,预付,4G,20250502.0,fraud_model_2,26.0,0.0,0.0,0.0,0.0,0,0,0,0,20250904,20250904,36,0,1,26.0,0.9629629629629629,1,0.0,0.0,0,36,Wangiri Caller,1
9eKQDqibcz1iylvBFVOZiw==,護照,预付,4G,20240801.0,fraud_model_2,63.0,0.0,0.0,0.0,0.0,0,0,0,0,20251019,20251019,4,1,1,63.0,0.984375,1,0.0,0.0,0,4,Wangiri Caller,4
9p58lFlqfhKSb03240Rq8g==,香港身份證,预付,4G,20250514.0,fraud_model_2,44.0,0.0,0.0,0.0,0.0,0,0,0,0,20250907,20250907,2,0,1,44.0,0.9777777777777777,1,0.0,0.0,0,2,Wangiri Caller,4
9ueWsbX3+NTnUrnc0SQAUw==,香港身份證,预付,4G,20250514.0,fraud_model_2,27.0,0.0,0.0,0.0,0.0,0,0,0,0,20250910,20250910,12,0,1,27.0,0.9642857142857143,1,0.0,0.0,0,12,Wangiri Caller,1
A00b0q0GAmtuz0T9DckIVw==,香港身份證,预付,4G,20250502.0,fraud_model_2,33.0,0.0,0.0,0.0,0.0,0,0,0,0,20250912,20250912,12,0,1,33.0,0.9705882352941176,1,0.0,0.0,0,12,Wangiri Caller,1
A0IY/NbIo8rDR7rd5K0qCw==,香港身份證,预付,4G,20250514.0,fraud_model_2,35.0,0.0,0.0,0.0,0.0,0,0,0,0,20250919,20250919,12,0,1,35.0,0.9722222222222222,1,0.0,0.0,0,12,Wangiri Caller,1
A1qY+ymVnt8u4htnXSqN5w==,香港身份證,预付,4G,20250502.0,fraud_model_2,52.0,0.0,0.0,0.0,0.0,0,0,0,0,20250906,20250906,36,0,1,52.0,0.9811320754716981,1,0.0,0.0,0,36,Wangiri Caller,4
AHPitnVBsaPrLQEn8YjfvA==,往來港澳通行證,预付,5G,20240927.0,fraud_model_2,13.0,0.0,0.0,0.0,0.0,0,0,0,0,20250913,20250913,36,0,1,13.0,0.9285714285714286,1,0.0,0.0,0,36,Wangiri Caller,1
ALjJXyUKQWb9ZYMKwereOA==,護照,预付,4G,20240801.0,fraud_model_2,36.0,0.0,0.0,0.0,0.0,0,0,0,0,20251020,20251020,16,1,1,36.0,0.972972972972973,1,0.0,0.0,0,16,Wangiri Caller,1
AN0ke9AauxyJEeq1LewAag==,香港身份證,预付,5G,20250903.0,fraud_model_2,54.0,0.0,0.0,0.0,0.0,0,0,0,0,20250929,20250929,24,0,1,54.0,0.9818181818181818,1,0.0,0.0,0,24,Wangiri Caller,4
AWwy382VPZ4vBb3t3BVBNQ==,香港身份證,预付,5G,20250903.0,fraud_model_2,26.0,0.0,0.0,0.0,0.0,0,0,0,0,20250922,20250922,12,0,1,26.0,0.9629629629629629,1,0.0,0.0,0,12,Wangiri Caller,1
AZICWlSzAIZ33iV5YkN7ng==,香港身份證,预付,5G,20250330.0,fraud_model_2,18.0,0.0,0.0,0.0,0.0,0,0,0,0,20250829,20250829,24,0,1,18.0,0.9473684210526315,1,0.0,0.0,0,24,Wangiri Caller,1
AZzMPerQPvU5A5dGz/oi+w==,香港身份證,预付,4G,20250228.0,fraud_model_2,19.0,0.0,0.0,0.0,0.0,0,0,0,0,20250907,20250907,48,0,1,19.0,0.95,1,0.0,0.0,0,48,Wangiri Caller,1
AxjnisWTkLML22LatawhaA==,香港身份證,预付,5G,20250903.0,fraud_model_2,11.0,0.0,0.0,0.0,0.0,0,0,0,0,20250928,20250928,120,0,1,11.0,0.9166666666666666,1,0.0,0.0,0,120,Wangiri Caller,5
AyA0FV1U0I2q8GKG989zrg==,商業登記證,预付,4G,20250514.0,fraud_model_2,100.0,0.0,0.0,0.0,0.0,0,0,0,0,20250905,20250905,6,0,1,100.0,0.9900990099009901,1,0.0,0.0,0,6,Wangiri Caller,0
AzOHkMTuKrnTiLKdrLdsJA==,護照,预付,4G,20240801.0,fraud_model_2,53.0,0.0,0.0,0.0,0.0,0,0,0,0,20251019,20251019,16,1,1,53.0,0.9814814814814815,1,0.0,0.0,0,16,Wangiri Caller,4
B1lj66193yVdjqRLhGct6A==,香港身份證,预付,5G,20250902.0,fraud_model_2,7.0,0.0,0.0,0.0,0.0,0,0,0,0,20251012,20251012,40,0,1,7.0,0.875,1,0.0,0.0,0,40,Wangiri Caller,5
B3sRthrIC/XdRKMUoCjhrw==,香港身份證,预付,5G,20250902.0,fraud_model_2,20.0,0.0,0.0,0.0,0.0,0,0,0,0,20251008,20251008,8,0,1,20.0,0.9523809523809523,1,0.0,0.0,0,8,Wangiri Caller,1
B6XRGlAB97Ih9cWzEcfVCA==,香港身份證,预付,5G,20250902.0,fraud_model_2,7.0,0.0,0.0,0.0,0.0,0,0,0,0,20250920,20250920,12,0,1,7.0,0.875,1,0.0,0.0,0,12,Wangiri Caller,5
B9ZuL3fNEaL8hLCxbpAgTg==,香港身份證,预付,5G,20250902.0,fraud_model_2,24.0,0.0,0.0,0.0,0.0,0,0,0,0,20251004,20251004,54,0,1,24.0,0.96,1,0.0,0.0,0,54,Wangiri Caller,1
BCIebDJjLKo+VdyUJar9ww==,香港身份證,预付,5G,20250902.0,fraud_model_2,46.0,0.0,0.0,0.0,0.0,0,0,0,0,20251013,20251013,12,0,1,46.0,0.9787234042553191,1,0.0,0.0,0,12,Wangiri Caller,4
BG6L7KGp4QdtjF2YYCQpmQ==,香港身份證,预付,4G,20250505.0,fraud_model_2,19.0,0.0,0.0,0.0,0.0,0,0,0,0,20250906,20250906,2,0,1,19.0,0.95,1,0.0,0.0,0,2,Wangiri Caller,1
BRQjE8a5pqamPsTK2BCXYQ==,香港身份證,预付,5G,20250903.0,fraud_model_2,58.0,0.0,0.0,0.0,0.0,0,0,0,0,20250918,20250918,12,0,1,58.0,0.9830508474576272,1,0.0,0.0,0,12,Wangiri Caller,4
BSaZ1iABlJwzY4Pi/h9VRg==,護照,预付,4G,20240801.0,fraud_model_2,10.0,0.0,0.0,0.0,0.0,0,0,0,0,20251003,20251003,18,1,1,10.0,0.9090909090909091,1,0.0,0.0,0,18,Wangiri Caller,5
BU5cjyByitqob6DP7I92QA==,香港身份證,预付,5G,20250903.0,fraud_model_2,35.0,0.0,0.0,0.0,0.0,0,0,0,0,20250917,20250917,32,0,1,35.0,0.9722222222222222,1,0.0,0.0,0,32,Wangiri Caller,1
BUfjtH+G5XVg4kqWE/Fy7Q==,護照,预付,4G,20240801.0,fraud_model_2,61.0,0.0,0.0,0.0,0.0,0,0,0,0,20251027,20251027,4,1,1,61.0,0.9838709677419355,1,0.0,0.0,0,4,Wangiri Caller,4
BgxAicJl6jDKP8zkqejARQ==,香港身份證,预付,4G,20251016.0,fraud_model_2,48.0,1.0,0.0,0.0,0.0,0,0,0,0,20251119,20251119,2,0,1,49.0,0.96,0,0.0,0.0,0,2,Outbound Only,2
BijY2De5jifAm7UdRLH5CQ==,香港身份證,预付,4G,20240419.0,greylist,38.0,0.0,0.0,0.0,0.0,0,0,0,0,20250911,20250911,16,0,1,38.0,0.9743589743589743,1,0.0,0.0,0,16,Wangiri Caller,1
BlUBUtFxn0OM0NWlMlgWew==,香港身份證,预付,4G,20250514.0,fraud_model_2,29.0,0.0,0.0,0.0,0.0,0,0,0,0,20250910,20250910,72,0,1,29.0,0.9666666666666667,1,0.0,0.0,0,72,Wangiri Caller,1
Bpk81zlSS8FgyZ7teveFkg==,香港身份證,预付,4G,20240519.0,fraud_model_2,5.0,0.0,0.0,0.0,0.0,0,0,0,0,20250906,20250906,1,0,1,5.0,0.8333333333333334,1,0.0,0.0,0,1,Wangiri Caller,5
C2mOHombq4TtwXmq9f8nmA==,0,预付,4G,20241029.0,fraud_model_2,15.0,0.0,0.0,0.0,0.0,0,0,0,0,20251002,20251002,48,0,1,15.0,0.9375,1,0.0,0.0,0,48,Wangiri Caller,1
C8EGfKAXbpXwlja1xGMKQg==,香港身份證,预付,5G,20251009.0,fraud_model_2,37.0,0.0,0.0,0.0,0.0,0,0,0,0,20251024,20251024,32,0,1,37.0,0.9736842105263158,1,0.0,0.0,0,32,Wangiri Caller,1
CBxwTjovVLBnqnNGuOq3Tw==,香港身份證,预付,5G,20250902.0,fraud_model_2,42.0,0.0,0.0,0.0,0.0,0,0,0,0,20250920,20250920,16,0,1,42.0,0.9767441860465116,1,0.0,0.0,0,16,Wangiri Caller,4
CEVBqhIJztj0apAdQjd6DQ==,商業登記證,预付,4G,20250514.0,fraud_model_2,55.0,0.0,0.0,0.0,0.0,0,0,0,0,20250907,20250907,24,0,1,55.0,0.9821428571428571,1,0.0,0.0,0,24,Wangiri Caller,4
CLDlQOdgVMiflMlONuUeTA==,香港身份證,预付,4G,20250502.0,fraud_model_2,83.0,0.0,0.0,0.0,0.0,0,0,0,0,20250904,20250904,72,0,1,83.0,0.9880952380952381,1,0.0,0.0,0,72,Wangiri Caller,0
CUVjWMKBkFgMTSDql7LcDA==,香港身份證,预付,5G,20250903.0,fraud_model_2,72.0,0.0,0.0,0.0,0.0,0,0,0,0,20250927,20250927,36,0,1,72.0,0.9863013698630136,1,0.0,0.0,0,36,Wangiri Caller,4
CV5czrDKfWvBqNiW/UHsOw==,0,预付,5G,20250902.0,blacklist,23.0,0.0,0.0,0.0,0.0,0,0,0,0,20251014,20251014,12,0,1,23.0,0.9583333333333334,1,0.0,0.0,0,12,Wangiri Caller,1
CdiVcaJiDRVtbRrzL6DskA==,Hong Kong ID,后付,5G,20240315.0,blacklist,168.0,14.0,0.0,0.0,0.0,0,0,0,0,20250820,20250820,1,0,0,182.0,0.9180327868852459,0,0.0,0.0,0,1,Outbound Only,2
CeBk9e6LBTD7FShnYgBXPg==,香港身份證,预付,5G,20250903.0,fraud_model_2,6.0,0.0,0.0,0.0,0.0,0,0,0,0,20250920,20250920,128,0,1,6.0,0.8571428571428571,1,0.0,0.0,0,128,Wangiri Caller,5
Chyby0p6GR5wYQ3ZGo1tlg==,香港身份證,预付,4G,20250505.0,fraud_model_2,54.0,0.0,0.0,0.0,0.0,0,0,0,0,20250918,20250918,6,0,1,54.0,0.9818181818181818,1,0.0,0.0,0,6,Wangiri Caller,4
Co4lqljpNVDNEM0Hk7XO0Q==,香港身份證,预付,4G,20250505.0,fraud_model_2,21.0,0.0,0.0,0.0,0.0,0,0,0,0,20250909,20250909,12,0,1,21.0,0.9545454545454546,1,0.0,0.0,0,12,Wangiri Caller,1
Cp2r0tZwRV+bXVYHjrTKjQ==,香港身份證,预付,4G,20240902.0,fraud_model_2,40.0,0.0,0.0,0.0,0.0,0,0,0,0,20250906,20250906,24,0,1,40.0,0.975609756097561,1,0.0,0.0,0,24,Wangiri Caller,4
Cpb7Q7h7C0BOxYQ7Zm3l5g==,香港身份證,预付,5G,20250903.0,fraud_model_2,79.0,0.0,0.0,0.0,0.0,0,0,0,0,20250923,20250923,60,0,1,79.0,0.9875,1,0.0,0.0,0,60,Wangiri Caller,0
CxB2ocHiSkGKeAcqZjXA0g==,香港身份證,预付,4G,20250412.0,fraud_model_2,54.0,2.0,0.0,0.0,0.0,0,0,0,0,20250830,20250830,3,0,1,56.0,0.9473684210526315,0,0.0,0.0,0,3,Outbound Only,2
CxO3POEO7VBjW3Nj/m7fyA==,香港身份證,预付,4G,20250502.0,fraud_model_2,30.0,0.0,0.0,0.0,0.0,0,0,0,0,20250902,20250902,6,0,1,30.0,0.967741935483871,1,0.0,0.0,0,6,Wangiri Caller,1
DAOaizS0FMkLYrg6SsdgcA==,香港身份證,预付,4G,20250514.0,fraud_model_2,15.0,0.0,0.0,0.0,0.0,0,0,0,0,20250911,20250911,8,0,1,15.0,0.9375,1,0.0,0.0,0,8,Wangiri Caller,1
DDFRRKWSuCRyANM5GJyxNA==,香港身份證,预付,5G,20250903.0,fraud_model_2,56.0,0.0,0.0,0.0,0.0,0,0,0,0,20250922,20250922,18,0,1,56.0,0.9824561403508771,1,0.0,0.0,0,18,Wangiri Caller,4
DFrcJtKz2OWbttZY4ZxHsA==,香港身份證,预付,5G,20250902.0,fraud_model_2,24.0,0.0,0.0,0.0,0.0,0,0,0,0,20251011,20251011,24,0,1,24.0,0.96,1,0.0,0.0,0,24,Wangiri Caller,1
DHgPABezBtpAAxT5zIBDrg==,護照,预付,4G,20240801.0,fraud_model_2,17.0,0.0,0.0,0.0,0.0,0,0,0,0,20251003,20251003,8,1,1,17.0,0.9444444444444444,1,0.0,0.0,0,8,Wangiri Caller,1
DIINZCNnxZkSmU/BlHCNdQ==,香港身份證,预付,5G,20250902.0,fraud_model_2,19.0,0.0,0.0,0.0,0.0,0,0,0,0,20250920,20250920,4,0,1,19.0,0.95,1,0.0,0.0,0,4,Wangiri Caller,1
DdeAa/ERTxvRJq11+SBfBg==,香港身份證,预付,4G,20250502.0,fraud_model_2,111.0,0.0,0.0,0.0,0.0,0,0,0,0,20250827,20250827,16,0,1,111.0,0.9910714285714286,1,0.0,0.0,0,16,Wangiri Caller,0
E4PVp7KIMIZZaSJIWedxuQ==,香港身份證,预付,5G,20250903.0,fraud_model_2,66.0,0.0,0.0,0.0,0.0,0,0,0,0,20250918,20250918,12,0,1,66.0,0.9850746268656716,1,0.0,0.0,0,12,Wangiri Caller,4
E8zmH6QNDzx4R1M62vA72w==,香港身份證,预付,4G,20250505.0,fraud_model_2,39.0,0.0,0.0,0.0,0.0,0,0,0,0,20250911,20250911,12,0,1,39.0,0.975,1,0.0,0.0,0,12,Wangiri Caller,1
EHkr+doPRtz0nnbVCga4Mg==,Hong Kong ID,后付,5G,20251022.0,blacklist,55.0,0.0,0.0,0.0,0.0,0,0,0,0,20251030,20251030,1,0,0,55.0,0.9821428571428571,1,0.0,0.0,0,1,Wangiri Caller,4
ERmDjGtOAxbf7W1qFQU4Rw==,Hong Kong ID,后付,5G,20250906.0,blacklist,230.0,0.0,0.0,0.0,0.0,0,0,0,0,20251012,20251012,1,0,0,230.0,0.9956709956709957,1,0.0,0.0,0,1,Wangiri Caller,0
EYSetMNoB4nSKw43MV/cpA==,香港身份證,预付,4G,20250505.0,fraud_model_2,16.0,0.0,0.0,0.0,0.0,0,0,0,0,20250910,20250910,36,0,1,16.0,0.9411764705882353,1,0.0,0.0,0,36,Wangiri Caller,1
Ebi+nwFDirjLcWKjCkBckQ==,香港身份證,预付,4G,20250413.0,fraud_model_2,22.0,0.0,0.0,0.0,0.0,0,0,0,0,20250901,20250901,16,0,1,22.0,0.9565217391304348,1,0.0,0.0,0,16,Wangiri Caller,1
Eii++Yj00WPGuw6+XRfFDA==,香港身份證,预付,5G,20250330.0,fraud_model_2,22.0,0.0,0.0,0.0,0.0,0,0,0,0,20250910,20250910,16,0,1,22.0,0.9565217391304348,1,0.0,0.0,0,16,Wangiri Caller,1
EjmpU60ySTvxt0ayik0AgA==,香港身份證,预付,5G,20250903.0,fraud_model_2,2.0,0.0,0.0,0.0,0.0,0,0,0,0,20250930,20250930,54,0,1,2.0,0.6666666666666666,1,0.0,0.0,0,54,Wangiri Caller,3
EysZLtcQXBJXLh5m/g6dbQ==,香港身份證,预付,5G,20250902.0,fraud_model_2,71.0,0.0,0.0,0.0,0.0,0,0,0,0,20251005,20251005,36,0,1,71.0,0.9861111111111112,1,0.0,0.0,0,36,Wangiri Caller,4
F+OWxrWi1ju76DY6gvDEIA==,香港身份證,预付,5G,20250902.0,fraud_model_2,38.0,0.0,0.0,0.0,0.0,0,0,0,0,20250930,20250930,48,0,1,38.0,0.9743589743589743,1,0.0,0.0,0,48,Wangiri Caller,1
F2MnynD1plEexdCs53jWNg==,香港身份證,预付,5G,20250903.0,fraud_model_2,46.0,0.0,0.0,0.0,0.0,0,0,0,0,20250927,20250927,12,0,1,46.0,0.9787234042553191,1,0.0,0.0,0,12,Wangiri Caller,4
FAACczEN+WVhULDCH94V3A==,香港身份證,预付,4G,20240902.0,fraud_model_2,18.0,0.0,0.0,0.0,0.0,0,0,0,0,20250911,20250911,18,0,1,18.0,0.9473684210526315,1,0.0,0.0,0,18,Wangiri Caller,1
FAQMz/5Op/7g/t5sQeM3xg==,香港身份證,预付,5G,20250902.0,fraud_model_2,27.0,0.0,0.0,0.0,0.0,0,0,0,0,20251012,20251012,18,0,1,27.0,0.9642857142857143,1,0.0,0.0,0,18,Wangiri Caller,1
FHC3GsrsCNzHikSaV7Wpdg==,香港身份證,预付,5G,20250903.0,fraud_model_2,3.0,0.0,0.0,0.0,0.0,0,0,0,0,20250930,20250930,12,0,1,3.0,0.75,1,0.0,0.0,0,12,Wangiri Caller,3
FMVY9EZYc/ZSnVcq5HZReQ==,香港身份證,预付,4G,20250502.0,fraud_model_2,18.0,0.0,0.0,0.0,0.0,0,0,0,0,20250912,20250912,8,0,1,18.0,0.9473684210526315,1,0.0,0.0,0,8,Wangiri Caller,1
FNF1Lt9e6ollESoiX5awWA==,香港身份證,预付,4G,20250505.0,fraud_model_2,33.0,0.0,0.0,0.0,0.0,0,0,0,0,20250912,20250912,72,0,1,33.0,0.9705882352941176,1,0.0,0.0,0,72,Wangiri Caller,1
FOtVHnYcK9u7VoZ/T5VZ6g==,香港身份證,预付,5G,20250902.0,fraud_model_2,94.0,0.0,0.0,0.0,0.0,0,0,0,0,20250929,20250929,72,0,1,94.0,0.9894736842105263,1,0.0,0.0,0,72,Wangiri Caller,0
FTNv1AlTILHmRHUl/Ot+jg==,香港身份證,预付,4G,20250502.0,fraud_model_2,3.0,0.0,0.0,0.0,0.0,0,0,0,0,20250911,20250911,24,0,1,3.0,0.75,1,0.0,0.0,0,24,Wangiri Caller,3
Fj+75+QsPVuoHxTkj7A1Eg==,香港身份證,预付,5G,20250902.0,fraud_model_2,69.0,0.0,0.0,0.0,0.0,0,0,0,0,20251009,20251009,36,0,1,69.0,0.9857142857142858,1,0.0,0.0,0,36,Wangiri Caller,4
Fm7sqDq1spZ/TiDYQeb0rg==,香港身份證,预付,4G,20250502.0,fraud_model_2,21.0,0.0,0.0,0.0,0.0,0,0,0,0,20250916,20250916,16,0,1,21.0,0.9545454545454546,1,0.0,0.0,0,16,Wangiri Caller,1
Fmcqeh+xJwr/v0eOOXBOnA==,香港身份證,预付,5G,20250903.0,fraud_model_2,35.0,0.0,0.0,0.0,0.0,0,0,0,0,20250925,20250925,54,0,1,35.0,0.9722222222222222,1,0.0,0.0,0,54,Wangiri Caller,1
FmoAn1K9tpGLzjW58lqciA==,香港身份證,预付,4G,20250519.0,fraud_model_2,41.0,0.0,0.0,0.0,0.0,0,0,0,0,20250916,20250916,16,0,1,41.0,0.9761904761904762,1,0.0,0.0,0,16,Wangiri Caller,4
FtT8ayKLBGwKZV982Im3Ig==,往來港澳通行證,预付,5G,20240927.0,fraud_model_2,56.0,0.0,0.0,0.0,0.0,0,0,0,0,20250916,20250916,48,0,1,56.0,0.9824561403508771,1,0.0,0.0,0,48,Wangiri Caller,4
FwpNE7hZfCfk7QVtVUxx2g==,護照,预付,4G,20240801.0,fraud_model_2,60.0,0.0,0.0,0.0,0.0,0,0,0,0,20251018,20251018,4,1,1,60.0,0.9836065573770492,1,0.0,0.0,0,4,Wangiri Caller,4
GLXblsCPdwPFcvu0fYjOEQ==,香港身份證,预付,5G,20250902.0,fraud_model_2,39.0,0.0,0.0,0.0,0.0,0,0,0,0,20251016,20251016,24,0,1,39.0,0.975,1,0.0,0.0,0,24,Wangiri Caller,1
GbrngENZwKcN4KekgWj8VA==,香港身份證,预付,5G,20250903.0,fraud_model_2,7.0,0.0,0.0,0.0,0.0,0,0,0,0,20250930,20250930,24,0,1,7.0,0.875,1,0.0,0.0,0,24,Wangiri Caller,5
GeDSaDPqpz7qJEzNil4IUQ==,往來港澳通行證,预付,4G,20250228.0,fraud_model_2,8.0,0.0,0.0,0.0,0.0,0,0,0,0,20250809,20250809,24,0,1,8.0,0.8888888888888888,1,0.0,0.0,0,24,Wangiri Caller,5
Gl7zaLN3feWLee1Ogn11ow==,香港身份證,预付,4G,20250502.0,fraud_model_2,42.0,0.0,0.0,0.0,0.0,0,0,0,0,20250920,20250920,4,0,1,42.0,0.9767441860465116,1,0.0,0.0,0,4,Wangiri Caller,4
Groy3TSn4yFHL4L7eVyl3g==,Hong Kong ID,后付,5G,20251010.0,blacklist,150.0,0.0,0.0,0.0,0.0,0,0,0,0,20251022,20251022,1,0,0,150.0,0.9933774834437086,1,0.0,0.0,0,1,Wangiri Caller,0
Grsu0vzAuHI+HVlVE8u30g==,香港身份證,预付,5G,20250903.0,fraud_model_2,32.0,0.0,0.0,0.0,0.0,0,0,0,0,20250923,20250923,72,0,1,32.0,0.9696969696969697,1,0.0,0.0,0,72,Wangiri Caller,1
